,Player,Season,Team,Pos,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Passes Defended,Interceptions Caught,Interception Yards,Interceptions Returned for Tds,Forced Fumbles,Fumbles Recovered,Fumbles Recovered For Tds,Fumbles Recovered For a Turnover
2498,Landon Collins,2020,WSH,S,,,,,,,,,,,,,2.0
2499,Xavier Woods,2021,CAR,S,,,,,,,,,,,,,2.0
2500,John Johnson III,2021,CLE,S,,,,,,,,,,,,,2.0
2501,Kareem Jackson,2021,DEN,S,,,,,,,,,,,,,2.0
2502,Alohi Gilman,2021,LAC,S,,,,,,,,,,,,,2.0
2503,Camryn Bynum,2021,MIN,S,,,,,,,,,,,,,2.0
2504,Dane Belton,2021,NYG,S,,,,,,,,,,,,,2.0
2505,Jayron Kearse,2021,,S,,,,,,,,,,,,,2.0
2506,Julian Blackmon,2022,IND,S,88.0,65.0,,,,8.0,4.0,39.0,,,2.0,,2.0
2507,Bryan Cook,2022,KC,S,,,,,,,,,,,2.0,1.0,2.0
2508,Mike Edwards,2022,KC,S,,,,,,,2.0,,,,2.0,1.0,2.0
2509,Alohi Gilman,2022,LAC,S,,,,,,10.0,2.0,,,3.0,2.0,,2.0
2510,Derwin James Jr.,2022,LAC,S,125.0,86.0,39.0,,,,,,,,2.0,,2.0
2511,Xavier McKinney,2022,NYG,S,116.0,78.0,38.0,,,11.0,3.0,22.0,,,2.0,,2.0
2512,Damontae Kazee,2022,PIT,S,,,,,,,2.0,37.0,,,2.0,,2.0
2513,Donovan Wilson,2022,,S,93.0,,36.0,,,,2.0,,,,2.0,,2.0
2514,Tyrann Mathieu,2020,KC,S,,,,,,,,,,,,,3.0
2515,Ashtyn Davis,2022,NYJ,S,,,,,,8.0,3.0,66.0,,,2.0,,3.0
2516,Antoine Winfield Jr.,2020,TB,S,,,,,,,,,,,,,4.0
2517,Antoine Winfield Jr.,2022,TB,S,127.0,80.0,47.0,6.0,40.0,13.0,3.0,28.0,,6.0,4.0,,4.0
2518,Budda Baker,2020,ARI,S,,,,,,,,,,,1.0,,
2519,Budda Baker,2020,ARI,S,,,,,,,,101.0,,,,,
2520,Budda Baker,2020,ARI,S,,,,,,,3.0,,,,,,
2521,Budda Baker,2020,ARI,S,,,,,,7.0,,,,,,,
2522,Budda Baker,2020,ARI,S,,,37.0,,,,,,,,,,
2523,Budda Baker,2020,ARI,S,,65.0,,,,,,,,,,,
2524,Budda Baker,2020,ARI,S,102.0,,,,,,,,,,,,
2525,Jalen Thompson,2020,ARI,S,,,,,,,,49.0,,,,,
2526,Jalen Thompson,2020,ARI,S,,,,,,,3.0,,,,,,
2527,Jalen Thompson,2020,ARI,S,,,,,,7.0,,,,,,,
2528,Jalen Thompson,2020,ARI,S,,,48.0,,,,,,,,,,
2529,Jalen Thompson,2020,ARI,S,,84.0,,,,,,,,,,,
2530,Jalen Thompson,2020,ARI,S,132.0,,,,,,,,,,,,
2531,James Wiggins,2020,ARI,S,,,,,,,,,,,,0.0,
2532,Duron Harmon,2020,ATL,S,,,,,,,2.0,,,,,,
2533,Erik Harris,2020,ATL,S,,,,,,,,,,,,0.0,
2534,Erik Harris,2020,ATL,S,,,,,,8.0,,,,,,,
2535,Jaylinn Hawkins,2020,ATL,S,,,,,,,2.0,,,,,,
2536,Chuck Clark,2020,BAL,S,,,,,,,,,1.0,,,,
2537,Chuck Clark,2020,BAL,S,,,,,,,2.0,,,,,,
2538,Chuck Clark,2020,BAL,S,,,,,,12.0,,,,,,,
2539,Chuck Clark,2020,BAL,S,,,31.0,,,,,,,,,,
2540,Jaquan Johnson,2020,BUF,S,,,,,,,,25.0,,,,,
2541,Jordan Poyer,2020,BUF,S,,,,,,,,87.0,,,,,
2542,Jordan Poyer,2020,BUF,S,,,,,,,5.0,,,,,,
2543,Jordan Poyer,2020,BUF,S,,,,,,9.0,,,,,,,
2544,Jordan Poyer,2020,BUF,S,,,32.0,,,,,,,,,,
2545,Jordan Poyer,2020,BUF,S,,69.0,,,,,,,,,,,
2546,Jordan Poyer,2020,BUF,S,101.0,,,,,,,,,,,,
2547,Josh Thomas,2020,BUF,S,,,,,,,,,,,,0.0,
2548,Micah Hyde,2020,BUF,S,,,,,,,,,,,2.0,,
2549,Micah Hyde,2020,BUF,S,,,,,,,,,1.0,,,,
2550,Micah Hyde,2020,BUF,S,,,,,,,,59.0,,,,,
2551,Micah Hyde,2020,BUF,S,,,,,,,6.0,,,,,,
2552,Micah Hyde,2020,BUF,S,,,,,,11.0,,,,,,,
2553,Micah Hyde,2020,BUF,S,,57.0,,,,,,,,,,,
2554,Jeremy Chinn,2020,CAR,S,,,32.0,,,,,,,,,,
2555,Jeremy Chinn,2020,CAR,S,,74.0,,,,,,,,,,,
2556,Jeremy Chinn,2020,CAR,S,106.0,,,,,,,,,,,,
2557,Jessie Bates III,2020,CIN,S,,,,,,,,65.0,,,,,
2558,Jessie Bates III,2020,CIN,S,,,,,,,3.0,,,,,,
2559,Jessie Bates III,2020,CIN,S,,,,,,10.0,,,,,,,
2560,Jessie Bates III,2020,CIN,S,,,30.0,,,,,,,,,,
2561,Jessie Bates III,2020,CIN,S,,78.0,,,,,,,,,,,
2562,Jessie Bates III,2020,CIN,S,108.0,,,,,,,,,,,,
2563,Trayvon Henderson,2020,CIN,S,,,,,,,,,,,,1.0,
2564,Vonn Bell,2020,CIN,S,,,,,,,,,,3.0,,,
2565,Vonn Bell,2020,CIN,S,,,,,,9.0,,,,,,,
2566,Vonn Bell,2020,CIN,S,,,39.0,,,,,,,,,,
2567,Vonn Bell,2020,CIN,S,,81.0,,,,,,,,,,,
2568,Vonn Bell,2020,CIN,S,120.0,,,,,,,,,,,,
2569,John Johnson III,2020,CLE,S,,,,,,,,31.0,,,,,
2570,John Johnson III,2020,CLE,S,,,,,,,3.0,,,,,,
2571,Caden Sterns,2020,DEN,S,,,,,,,,47.0,,,,,
2572,Caden Sterns,2020,DEN,S,,,,,,,2.0,,,,,,
2573,Justin Simmons,2020,DEN,S,,,,,,,,76.0,,,,,
2574,Justin Simmons,2020,DEN,S,,,,,,,5.0,,,,,,
2575,Justin Simmons,2020,DEN,S,,,,,,12.0,,,,,,,
2576,Justin Simmons,2020,DEN,S,,60.0,,,,,,,,,,,
2577,Kareem Jackson,2020,DEN,S,,62.0,,,,,,,,,,,
2578,Kareem Jackson,2020,DEN,S,88.0,,,,,,,,,,,,
2579,C.J. Moore,2020,DET,S,,,,,,,,21.0,,,,,
2580,Will Harris,2020,DET,S,,62.0,,,,,,,,,,,
2581,Will Harris,2020,DET,S,91.0,,,,,,,,,,,,
2582,Adrian Amos,2020,GB,S,,,,,,,3.0,,,,,,
2583,Adrian Amos,2020,GB,S,,,,,,9.0,,,,,,,
2584,Adrian Amos,2020,GB,S,,78.0,,,,,,,,,,,
2585,Adrian Amos,2020,GB,S,98.0,,,,,,,,,,,,
2586,Darnell Savage,2020,GB,S,,,,,,9.0,,,,,,,
2587,George Odum,2020,IND,S,,,,,,,,,,,1.0,,
2588,Khari Willis,2020,IND,S,,,,,,,2.0,,,,,,
2589,Andre Cisco,2020,JAX,S,,,,,,,,,,2.0,,,
2590,Andrew Wingard,2020,JAX,S,,,,,,,,23.0,,,,,
2591,Andrew Wingard,2020,JAX,S,,,30.0,,,,,,,,,,
2592,Andrew Wingard,2020,JAX,S,,56.0,,,,,,,,,,,
2593,Andrew Wingard,2020,JAX,S,86.0,,,,,,,,,,,,
2594,Armani Watts,2020,KC,S,,,,,,,,,,,1.0,,
2595,Daniel Sorensen,2020,KC,S,,,,,,,,,1.0,,,,
2596,Daniel Sorensen,2020,KC,S,,,,,,,,75.0,,,,,
2597,Daniel Sorensen,2020,KC,S,,,,,,,2.0,,,,,,
2598,Daniel Sorensen,2020,KC,S,,,,,,8.0,,,,,,,
2599,Juan Thornhill,2020,KC,S,,,,,,,,,,,1.0,,
2600,Tyrann Mathieu,2020,KC,S,,,,,,,,,,,3.0,,
2601,Tyrann Mathieu,2020,KC,S,,,,,,,,,1.0,,,,
2602,Tyrann Mathieu,2020,KC,S,,,,,,,,56.0,,,,,
2603,Tyrann Mathieu,2020,KC,S,,,,,,,3.0,,,,,,
2604,Tyrann Mathieu,2020,KC,S,,65.0,,,,,,,,,,,
2605,Tyrann Mathieu,2020,KC,S,82.0,,,,,,,,,,,,
2606,Alohi Gilman,2020,LAC,S,,,,,,,,,,,,0.0,
2607,Derwin James Jr.,2020,LAC,S,,,,,,,,,,3.0,,,
2608,Derwin James Jr.,2020,LAC,S,,,,,,,2.0,,,,,,
2609,Derwin James Jr.,2020,LAC,S,,,43.0,,,,,,,,,,
2610,Derwin James Jr.,2020,LAC,S,,75.0,,,,,,,,,,,
2611,Derwin James Jr.,2020,LAC,S,118.0,,,,,,,,,,,,
2612,Nasir Adderley,2020,LAC,S,,,30.0,,,,,,,,,,
2613,Nasir Adderley,2020,LAC,S,,67.0,,,,,,,,,,,
2614,Nasir Adderley,2020,LAC,S,97.0,,,,,,,,,,,,
2615,Jordan Fuller,2020,LAR,S,,,,,,,,34.0,,,,,
2616,Jordan Fuller,2020,LAR,S,,,50.0,,,,,,,,,,
2617,Jordan Fuller,2020,LAR,S,,63.0,,,,,,,,,,,
2618,Jordan Fuller,2020,LAR,S,113.0,,,,,,,,,,,,
2619,Nick Scott,2020,LAR,S,,,,,,,3.0,,,,,,
2620,Taylor Rapp,2020,LAR,S,,,,,,,,,,,1.0,,
2621,Taylor Rapp,2020,LAR,S,,,,,,,,31.0,,,,,
2622,Taylor Rapp,2020,LAR,S,,,,,,,4.0,,,,,,
2623,Taylor Rapp,2020,LAR,S,,,32.0,,,,,,,,,,
2624,Taylor Rapp,2020,LAR,S,,66.0,,,,,,,,,,,
2625,Taylor Rapp,2020,LAR,S,98.0,,,,,,,,,,,,
2626,Johnathan Abram,2020,LV,S,,,,,,,,,,,1.0,,
2627,Johnathan Abram,2020,LV,S,,,51.0,,,,,,,,,,
2628,Johnathan Abram,2020,LV,S,,63.0,,,,,,,,,,,
2629,Johnathan Abram,2020,LV,S,114.0,,,,,,,,,,,,
2630,Tre'von Moehrig,2020,LV,S,,,,,,,,35.0,,,,,
2631,Brandon Jones,2020,MIA,S,,,,,,,,,,,2.0,,
2632,Brandon Jones,2020,MIA,S,,,,,39.0,,,,,,,,
2633,Brandon Jones,2020,MIA,S,,,,5.0,,,,,,,,,
2634,Brandon Jones,2020,MIA,S,,,31.0,,,,,,,,,,
2635,Eric Rowe,2020,MIA,S,,,,,,,,,,3.0,,,
2636,Jevon Holland,2020,MIA,S,,,,,,,,,,,2.0,,
2637,Jevon Holland,2020,MIA,S,,,,,,10.0,,,,,,,
2638,Camryn Bynum,2020,MIN,S,,,,,,,,27.0,,,,,
2639,Harrison Smith,2020,MIN,S,,,,,,7.0,,,,,,,
2640,Harrison Smith,2020,MIN,S,,,31.0,,,,,,,,,,
2641,Harrison Smith,2020,MIN,S,,83.0,,,,,,,,,,,
2642,Harrison Smith,2020,MIN,S,114.0,,,,,,,,,,,,
2643,Xavier Woods,2020,MIN,S,,,,,,,,,,2.0,,,
2644,Xavier Woods,2020,MIN,S,,,,,,,,54.0,,,,,
2645,Xavier Woods,2020,MIN,S,,,,,,,3.0,,,,,,
2646,Xavier Woods,2020,MIN,S,,,,,,10.0,,,,,,,
2647,Xavier Woods,2020,MIN,S,,,36.0,,,,,,,,,,
2648,Xavier Woods,2020,MIN,S,,71.0,,,,,,,,,,,
2649,Xavier Woods,2020,MIN,S,107.0,,,,,,,,,,,,
2650,C.J. Gardner-Johnson,2020,NO,S,,,,,,,,45.0,,,,,
2651,C.J. Gardner-Johnson,2020,NO,S,,,,,,,3.0,,,,,,
2652,C.J. Gardner-Johnson,2020,NO,S,,,,,,7.0,,,,,,,
2653,Malcolm Jenkins,2020,NO,S,,,,,,,,,1.0,,,,
2654,Malcolm Jenkins,2020,NO,S,,,,,,,,34.0,,,,,
2655,Marcus Williams,2020,NO,S,,,,,,,,56.0,,,,,
2656,Marcus Williams,2020,NO,S,,,,,,,2.0,,,,,,
2657,Marcus Williams,2020,NO,S,,,,,,8.0,,,,,,,
2658,Julian Love,2020,NYG,S,,,,,,,,,,,1.0,,
2659,Julian Love,2020,NYG,S,,,,,,7.0,,,,,,,
2660,Xavier McKinney,2020,NYG,S,,,,,,,,,1.0,,,,
2661,Xavier McKinney,2020,NYG,S,,,,,,,,64.0,,,,,
2662,Xavier McKinney,2020,NYG,S,,,,,,,5.0,,,,,,
2663,Xavier McKinney,2020,NYG,S,,,,,,10.0,,,,,,,
2664,Xavier McKinney,2020,NYG,S,,,34.0,,,,,,,,,,
2665,Xavier McKinney,2020,NYG,S,,59.0,,,,,,,,,,,
2666,Xavier McKinney,2020,NYG,S,93.0,,,,,,,,,,,,
2667,Ashtyn Davis,2020,NYJ,S,,,,,,,,,,3.0,,,
2668,Ashtyn Davis,2020,NYJ,S,,,,,,,2.0,,,,,,
2669,Anthony Harris,2020,PHI,S,,,42.0,,,,,,,,,,
2670,Anthony Harris,2020,PHI,S,85.0,,,,,,,,,,,,
2671,Rodney McLeod Jr.,2020,PHI,S,,,,,,,,24.0,,,,,
2672,Rodney McLeod Jr.,2020,PHI,S,,,,,,,2.0,,,,,,
2673,Rodney McLeod Jr.,2020,PHI,S,,,30.0,,,,,,,,,,
2674,Antoine Brooks Jr.,2020,PIT,S,,,,,,,,,0.0,,,,
2675,Minkah Fitzpatrick,2020,PIT,S,,,,,,,2.0,,,,,,
2676,Minkah Fitzpatrick,2020,PIT,S,,,41.0,,,,,,,,,,
2677,Minkah Fitzpatrick,2020,PIT,S,,89.0,,,,,,,,,,,
2678,Minkah Fitzpatrick,2020,PIT,S,130.0,,,,,,,,,,,,
2679,Terrell Edmunds,2020,PIT,S,,,,,,,,,,,,0.0,
2680,Terrell Edmunds,2020,PIT,S,,,,,,,2.0,,,,,,
2681,Terrell Edmunds,2020,PIT,S,,69.0,,,,,,,,,,,
2682,Terrell Edmunds,2020,PIT,S,95.0,,,,,,,,,,,,
2683,Jamal Adams,2020,SEA,S,,,,,,,2.0,,,,,,
2684,Jamal Adams,2020,SEA,S,,,31.0,,,,,,,,,,
2685,Jamal Adams,2020,SEA,S,,56.0,,,,,,,,,,,
2686,Jamal Adams,2020,SEA,S,87.0,,,,,,,,,,,,
2687,Quandre Diggs,2020,SEA,S,,,,,,,,68.0,,,,,
2688,Quandre Diggs,2020,SEA,S,,,,,,,5.0,,,,,,
2689,Quandre Diggs,2020,SEA,S,,66.0,,,,,,,,,,,
2690,Quandre Diggs,2020,SEA,S,94.0,,,,,,,,,,,,
2691,Antoine Winfield Jr.,2020,TB,S,,,,,,,,,,,4.0,,
2692,Antoine Winfield Jr.,2020,TB,S,,,,,,,,,,3.0,,,
2693,Antoine Winfield Jr.,2020,TB,S,,,,,,,,30.0,,,,,
2694,Antoine Winfield Jr.,2020,TB,S,,73.0,,,,,,,,,,,
2695,Antoine Winfield Jr.,2020,TB,S,102.0,,,,,,,,,,,,
2696,Jordan Whitehead,2020,TB,S,,,,,,,,24.0,,,,,
2697,Jordan Whitehead,2020,TB,S,,,,,,8.0,,,,,,,
2698,Jordan Whitehead,2020,TB,S,,68.0,,,,,,,,,,,
2699,Jordan Whitehead,2020,TB,S,86.0,,,,,,,,,,,,
2700,Mike Edwards,2020,TB,S,,,,,,,,,2.0,,,,
2701,Mike Edwards,2020,TB,S,,,,,,,,46.0,,,,,
2702,Mike Edwards,2020,TB,S,,,,,,,4.0,,,,,,
2703,Mike Edwards,2020,TB,S,,,,,,8.0,,,,,,,
2704,Kevin Byard,2020,TEN,S,,,,,,,,,,,,1.0,
2705,Kevin Byard,2020,TEN,S,,,,,,,,,,,1.0,,
2706,Kevin Byard,2020,TEN,S,,,,,,,,,,2.0,,,
2707,Kevin Byard,2020,TEN,S,,,,,,,,,1.0,,,,
2708,Kevin Byard,2020,TEN,S,,,,,,,,66.0,,,,,
2709,Kevin Byard,2020,TEN,S,,,,,,,5.0,,,,,,
2710,Kevin Byard,2020,TEN,S,,,,,,13.0,,,,,,,
2711,Kevin Byard,2020,TEN,S,,,31.0,,,,,,,,,,
2712,Kevin Byard,2020,TEN,S,,60.0,,,,,,,,,,,
2713,Kevin Byard,2020,TEN,S,91.0,,,,,,,,,,,,
2714,Kamren Curl,2020,WSH,S,,,37.0,,,,,,,,,,
2715,Kamren Curl,2020,WSH,S,,61.0,,,,,,,,,,,
2716,Kamren Curl,2020,WSH,S,98.0,,,,,,,,,,,,
2717,Landon Collins,2020,WSH,S,,,,,,,,,,,2.0,,
2718,Landon Collins,2020,WSH,S,,,,,,,2.0,,,,,,
2719,Landon Collins,2020,WSH,S,,,30.0,,,,,,,,,,
2720,Landon Collins,2020,WSH,S,81.0,,,,,,,,,,,,
2721,Damontae Kazee,2020,,S,,,,,,,,,,2.0,,,
2722,Jayron Kearse,2020,,S,,,,,,,,34.0,,,,,
2723,Jayron Kearse,2020,,S,,,,,,,2.0,,,,,,
2724,Jayron Kearse,2020,,S,,,,,,11.0,,,,,,,
2725,Jayron Kearse,2020,,S,,,39.0,,,,,,,,,,
2726,Jayron Kearse,2020,,S,,67.0,,,,,,,,,,,
2727,Jayron Kearse,2020,,S,106.0,,,,,,,,,,,,
2728,Budda Baker,2021,ARI,S,,,,,,,,54.0,,,,,
2729,Budda Baker,2021,ARI,S,,,,,,,2.0,,,,,,
2730,Budda Baker,2021,ARI,S,,,36.0,,,,,,,,,,
2731,Budda Baker,2021,ARI,S,,75.0,,,,,,,,,,,
2732,Budda Baker,2021,ARI,S,111.0,,,,,,,,,,,,
2733,Chris Banjo,2021,ARI,S,,,,,,,,,,,,1.0,
2734,Jalen Thompson,2021,ARI,S,,,,,,,,,,,1.0,,
2735,Jalen Thompson,2021,ARI,S,,,,,,8.0,,,,,,,
2736,Jalen Thompson,2021,ARI,S,,,31.0,,,,,,,,,,
2737,Jalen Thompson,2021,ARI,S,,78.0,,,,,,,,,,,
2738,Jalen Thompson,2021,ARI,S,109.0,,,,,,,,,,,,
2739,Jaylinn Hawkins,2021,ATL,S,,,,,,,2.0,,,,,,
2740,Jaylinn Hawkins,2021,ATL,S,,,39.0,,,,,,,,,,
2741,Richie Grant,2021,ATL,S,,,,,,,,22.0,,,,,
2742,Richie Grant,2021,ATL,S,,,,,,,2.0,,,,,,
2743,Richie Grant,2021,ATL,S,,,53.0,,,,,,,,,,
2744,Richie Grant,2021,ATL,S,,69.0,,,,,,,,,,,
2745,Richie Grant,2021,ATL,S,122.0,,,,,,,,,,,,
2746,Chuck Clark,2021,BAL,S,,,,,,,,,,,1.0,,
2747,Chuck Clark,2021,BAL,S,,,40.0,,,,,,,,,,
2748,Chuck Clark,2021,BAL,S,,64.0,,,,,,,,,,,
2749,Chuck Clark,2021,BAL,S,104.0,,,,,,,,,,,,
2750,Kyle Hamilton,2021,BAL,S,,,,,,,,,,,1.0,,
2751,Kyle Hamilton,2021,BAL,S,,,,,,,,,,2.0,,,
2752,Marcus Williams,2021,BAL,S,,,,,,,,33.0,,,,,
2753,Marcus Williams,2021,BAL,S,,,,,,,4.0,,,,,,
2754,Marcus Williams,2021,BAL,S,,,,,,9.0,,,,,,,
2755,Damar Hamlin,2021,BUF,S,,60.0,,,,,,,,,,,
2756,Damar Hamlin,2021,BUF,S,88.0,,,,,,,,,,,,
2757,Jordan Poyer,2021,BUF,S,,,,,,,4.0,,,,,,
2758,Jordan Poyer,2021,BUF,S,,,,,,8.0,,,,,,,
2759,Xavier Woods,2021,CAR,S,,,,,,,,,,,2.0,,
2760,Xavier Woods,2021,CAR,S,,,33.0,,,,,,,,,,
2761,Xavier Woods,2021,CAR,S,86.0,,,,,,,,,,,,
2762,Jessie Bates III,2021,CIN,S,,,,,,,,28.0,,,,,
2763,Jessie Bates III,2021,CIN,S,,,,,,,4.0,,,,,,
2764,Jessie Bates III,2021,CIN,S,,,,,,8.0,,,,,,,
2765,Jessie Bates III,2021,CIN,S,,,37.0,,,,,,,,,,
2766,Jessie Bates III,2021,CIN,S,91.0,,,,,,,,,,,,
2767,Vonn Bell,2021,CIN,S,,,,,,,,,,2.0,,,
2768,Vonn Bell,2021,CIN,S,,,,,,,,56.0,,,,,
2769,Vonn Bell,2021,CIN,S,,,,,,,4.0,,,,,,
2770,Vonn Bell,2021,CIN,S,,,,,,8.0,,,,,,,
2771,Vonn Bell,2021,CIN,S,,65.0,,,,,,,,,,,
2772,Vonn Bell,2021,CIN,S,94.0,,,,,,,,,,,,
2773,Grant Delpit,2021,CLE,S,,,,,,,,36.0,,,,,
2774,Grant Delpit,2021,CLE,S,,,,,,,4.0,,,,,,
2775,Grant Delpit,2021,CLE,S,,,,,,10.0,,,,,,,
2776,Grant Delpit,2021,CLE,S,,,33.0,,,,,,,,,,
2777,Grant Delpit,2021,CLE,S,,68.0,,,,,,,,,,,
2778,Grant Delpit,2021,CLE,S,101.0,,,,,,,,,,,,
2779,John Johnson III,2021,CLE,S,,,,,,,,,,,2.0,,
2780,John Johnson III,2021,CLE,S,,,,,,,,,,2.0,,,
2781,John Johnson III,2021,CLE,S,,70.0,,,,,,,,,,,
2782,John Johnson III,2021,CLE,S,96.0,,,,,,,,,,,,
2783,Caden Sterns,2021,DEN,S,,,,,,,,25.0,,,,,
2784,Caden Sterns,2021,DEN,S,,,,,,,2.0,,,,,,
2785,Justin Simmons,2021,DEN,S,,,,,,,,,,3.0,,,
2786,Justin Simmons,2021,DEN,S,,,,,,,,51.0,,,,,
2787,Justin Simmons,2021,DEN,S,,,,,,,6.0,,,,,,
2788,Justin Simmons,2021,DEN,S,,,,,,7.0,,,,,,,
2789,Kareem Jackson,2021,DEN,S,,,,,,,,,,,2.0,,
2790,Kareem Jackson,2021,DEN,S,,,39.0,,,,,,,,,,
2791,Kareem Jackson,2021,DEN,S,94.0,,,,,,,,,,,,
2792,P.J. Locke,2021,DEN,S,,,,,,,,,,2.0,,,
2793,DeShon Elliott,2021,DET,S,,72.0,,,,,,,,,,,
2794,DeShon Elliott,2021,DET,S,95.0,,,,,,,,,,,,
2795,Kerby Joseph,2021,DET,S,,,,,,,,,,,1.0,,
2796,Kerby Joseph,2021,DET,S,,,,,,,,,,2.0,,,
2797,Kerby Joseph,2021,DET,S,,,,,,,,70.0,,,,,
2798,Kerby Joseph,2021,DET,S,,,,,,,4.0,,,,,,
2799,Kerby Joseph,2021,DET,S,,,,,,8.0,,,,,,,
2800,Adrian Amos,2021,GB,S,,,,,,,,26.0,,,,,
2801,Adrian Amos,2021,GB,S,,71.0,,,,,,,,,,,
2802,Adrian Amos,2021,GB,S,97.0,,,,,,,,,,,,
2803,Darnell Savage,2021,GB,S,,,,,,,,,1.0,,,,
2804,Darnell Savage,2021,GB,S,,,,,,,,75.0,,,,,
2805,Rudy Ford,2021,GB,S,,,,,,,,87.0,,,,,
2806,Rudy Ford,2021,GB,S,,,,,,,3.0,,,,,,
2807,Tariq Carpenter,2021,GB,S,,,,,,,,,0.0,,,,
2808,Julian Blackmon,2021,IND,S,,,,,,,,,,,1.0,,
2809,Julian Blackmon,2021,IND,S,,,,,,,,,1.0,,,,
2810,Nick Cross,2021,IND,S,,,,,,,,,,,1.0,,
2811,Rodney McLeod,2021,IND,S,,,,,,,,,1.0,,,,
2812,Rodney McLeod,2021,IND,S,,,,,,,,27.0,,,,,
2813,Rodney McLeod,2021,IND,S,,,,,,,2.0,,,,,,
2814,Rodney McLeod,2021,IND,S,,,,,,8.0,,,,,,,
2815,Rodney McLeod,2021,IND,S,,,36.0,,,,,,,,,,
2816,Rodney McLeod,2021,IND,S,,56.0,,,,,,,,,,,
2817,Rodney McLeod,2021,IND,S,92.0,,,,,,,,,,,,
2818,Rodney Thomas II,2021,IND,S,,,,,,,,51.0,,,,,
2819,Rodney Thomas II,2021,IND,S,,,,,,,4.0,,,,,,
2820,Andre Cisco,2021,JAX,S,,,,,,,,,1.0,,,,
2821,Andre Cisco,2021,JAX,S,,,,,,,,72.0,,,,,
2822,Andre Cisco,2021,JAX,S,,,,,,,3.0,,,,,,
2823,Andre Cisco,2021,JAX,S,,,,,,11.0,,,,,,,
2824,Andrew Wingard,2021,JAX,S,,,,,,,,,,,,0.0,
2825,Andrew Wingard,2021,JAX,S,,,,,,,,,,1.0,,,
2826,Rayshawn Jenkins,2021,JAX,S,,,,,,,,,,3.0,,,
2827,Rayshawn Jenkins,2021,JAX,S,,,,,,,,,1.0,,,,
2828,Rayshawn Jenkins,2021,JAX,S,,,,,,,,64.0,,,,,
2829,Rayshawn Jenkins,2021,JAX,S,,,,,,,3.0,,,,,,
2830,Rayshawn Jenkins,2021,JAX,S,,,,,,13.0,,,,,,,
2831,Rayshawn Jenkins,2021,JAX,S,,,47.0,,,,,,,,,,
2832,Rayshawn Jenkins,2021,JAX,S,,79.0,,,,,,,,,,,
2833,Rayshawn Jenkins,2021,JAX,S,126.0,,,,,,,,,,,,
2834,Juan Thornhill,2021,KC,S,,,,,,,3.0,,,,,,
2835,Juan Thornhill,2021,KC,S,,,,,,12.0,,,,,,,
2836,Juan Thornhill,2021,KC,S,,,33.0,,,,,,,,,,
2837,Juan Thornhill,2021,KC,S,84.0,,,,,,,,,,,,
2838,Justin Reid,2021,KC,S,,,,,,8.0,,,,,,,
2839,Justin Reid,2021,KC,S,,76.0,,,,,,,,,,,
2840,Justin Reid,2021,KC,S,101.0,,,,,,,,,,,,
2841,Alohi Gilman,2021,LAC,S,,,,,,,,,,,1.0,,
2842,Derwin James Jr.,2021,LAC,S,,,,,,,,,,2.0,,,
2843,Derwin James Jr.,2021,LAC,S,,,,,,,2.0,,,,,,
2844,Derwin James Jr.,2021,LAC,S,,,,,33.0,,,,,,,,
2845,Derwin James Jr.,2021,LAC,S,,,54.0,,,,,,,,,,
2846,Derwin James Jr.,2021,LAC,S,,70.0,,,,,,,,,,,
2847,Derwin James Jr.,2021,LAC,S,124.0,,,,,,,,,,,,
2848,Nasir Adderley,2021,LAC,S,,,,,,,,30.0,,,,,
2849,Nasir Adderley,2021,LAC,S,,,,,,,2.0,,,,,,
2850,Duron Harmon,2021,LV,S,,,,,,,,,,2.0,,,
2851,Duron Harmon,2021,LV,S,,,,,,,,,1.0,,,,
2852,Duron Harmon,2021,LV,S,,,,,,,,86.0,,,,,
2853,Duron Harmon,2021,LV,S,,,,,,,2.0,,,,,,
2854,Duron Harmon,2021,LV,S,,63.0,,,,,,,,,,,
2855,Duron Harmon,2021,LV,S,86.0,,,,,,,,,,,,
2856,Brandon Jones,2021,MIA,S,,,,,30.0,,,,,,,,
2857,Clayton Fejedelem,2021,MIA,S,,,,,,,,,0.0,,,,
2858,Eric Rowe,2021,MIA,S,,,,,,,,,,3.0,,,
2859,Jevon Holland,2021,MIA,S,,,,,,,,93.0,,,,,
2860,Jevon Holland,2021,MIA,S,,,,,,,3.0,,,,,,
2861,Jevon Holland,2021,MIA,S,,,,,,9.0,,,,,,,
2862,Jevon Holland,2021,MIA,S,,84.0,,,,,,,,,,,
2863,Jevon Holland,2021,MIA,S,102.0,,,,,,,,,,,,
2864,Camryn Bynum,2021,MIN,S,,,,,,,,,,,2.0,,
2865,Camryn Bynum,2021,MIN,S,,,33.0,,,,,,,,,,
2866,Camryn Bynum,2021,MIN,S,87.0,,,,,,,,,,,,
2867,Harrison Smith,2021,MIN,S,,,,,,,,58.0,,,,,
2868,Harrison Smith,2021,MIN,S,,,,,,,5.0,,,,,,
2869,Harrison Smith,2021,MIN,S,,,,,,10.0,,,,,,,
2870,Harrison Smith,2021,MIN,S,,69.0,,,,,,,,,,,
2871,Harrison Smith,2021,MIN,S,88.0,,,,,,,,,,,,
2872,Daniel Sorensen,2021,NO,S,,,,,,,,50.0,,,,,
