,Player,Season,Team,Pos,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Passes Defended,Interceptions Caught,Interception Yards,Interceptions Returned for Tds,Forced Fumbles,Fumbles Recovered,Fumbles Recovered For Tds,Fumbles Recovered For a Turnover
1047,B.J. Hill,2020,CIN,DL,,,,7.0,,,,,,,,,
1048,DeShawn Williams,2020,DEN,DL,,,,,,,,,,,,0.0,
1049,Dean Lowry,2020,GB,DL,,,,,,,,,0.0,,,,
1050,Dean Lowry,2020,GB,DL,,,,,42.0,,,,,,,,
1051,Dean Lowry,2020,GB,DL,,,,5.0,,,,,,,,,
1052,Kenny Clark,2020,GB,DL,,,,,52.0,,,,,,,,
1053,Kenny Clark,2020,GB,DL,,,,5.0,,,,,,,,,
1054,Whitney Mercilus,2020,GB,DL,,,,,32.0,,,,,,,,
1055,Whitney Mercilus,2020,GB,DL,,,,4.0,,,,,,,,,
1056,Jacob Martin,2020,HOU,DL,,,,,,,,,,2.0,,,
1057,Jacob Martin,2020,HOU,DL,,,,4.0,,,,,,,,,
1058,Jonathan Greenard,2020,HOU,DL,,,,,,,,,,2.0,,,
1059,Jonathan Greenard,2020,HOU,DL,,,,,50.0,,,,,,,,
1060,Jonathan Greenard,2020,HOU,DL,,,,8.0,,,,,,,,,
1061,A'Shawn Robinson,2020,LAR,DL,,,,,,,,,,2.0,,,
1062,A'Shawn Robinson,2020,LAR,DL,,,44.0,,,,,,,,,,
1063,A'Shawn Robinson,2020,LAR,DL,89.0,,,,,,,,,,,,
1064,Aaron Donald,2020,LAR,DL,,,,,,,,,,4.0,,,
1065,Aaron Donald,2020,LAR,DL,,,,,132.0,,,,,,,,
1066,Aaron Donald,2020,LAR,DL,,,,16.0,,,,,,,,,
1067,Aaron Donald,2020,LAR,DL,,,53.0,,,,,,,,,,
1068,Aaron Donald,2020,LAR,DL,97.0,,,,,,,,,,,,
1069,Greg Gaines,2020,LAR,DL,,,,5.0,,,,,,,,,
1070,Greg Gaines,2020,LAR,DL,,,36.0,,,,,,,,,,
1071,Chase Winovich,2020,NE,DL,,,,,,,,,0.0,,,,
1072,Leonard Williams,2020,NYG,DL,,,,,,,,,,,1.0,,
1073,Leonard Williams,2020,NYG,DL,,,,,,,,,,2.0,,,
1074,Leonard Williams,2020,NYG,DL,,,,,39.0,,,,,,,,
1075,Leonard Williams,2020,NYG,DL,,,,6.5,,,,,,,,,
1076,Leonard Williams,2020,NYG,DL,,,47.0,,,,,,,,,,
1077,Folorunso Fatukasi,2020,NYJ,DL,,,,,,,,,0.0,,,,
1078,Jabari Zuniga,2020,NYJ,DL,,,,,,,,,,,,0.0,
1079,Jabari Zuniga,2020,NYJ,DL,,,,,,,,,0.0,,,,
1080,John Franklin-Myers,2020,NYJ,DL,,,,,,,,32.0,,,,,
1081,John Franklin-Myers,2020,NYJ,DL,,,,,44.0,,,,,,,,
1082,John Franklin-Myers,2020,NYJ,DL,,,,6.0,,,,,,,,,
1083,Nathan Shepherd,2020,NYJ,DL,,,,,,,,,0.0,,,,
1084,Quinnen Williams,2020,NYJ,DL,,,,,50.0,,,,,,,,
1085,Quinnen Williams,2020,NYJ,DL,,,,6.0,,,,,,,,,
1086,Arden Key,2020,SF,DL,,,,,52.0,,,,,,,,
1087,Arden Key,2020,SF,DL,,,,6.5,,,,,,,,,
1088,Arik Armstead,2020,SF,DL,,,,,67.0,,,,,,,,
1089,Arik Armstead,2020,SF,DL,,,,9.0,,,,,,,,,
1090,Arik Armstead,2020,SF,DL,,,39.0,,,,,,,,,,
1091,Charles Omenihu,2020,SF,DL,,,,,,,,,,1.0,,,
1092,D.J. Jones,2020,SF,DL,,,,,,,,,,2.0,,,
1093,D.J. Jones,2020,SF,DL,,,,,33.0,,,,,,,,
1094,Nick Bosa,2020,SF,DL,,,,,,,,,,5.0,,,
1095,Nick Bosa,2020,SF,DL,,,,,140.0,,,,,,,,
1096,Nick Bosa,2020,SF,DL,,,,19.5,,,,,,,,,
1097,Samson Ebukam,2020,SF,DL,,,,,56.0,,,,,,,,
1098,Samson Ebukam,2020,SF,DL,,,,6.5,,,,,,,,,
1099,Khalil Davis,2020,TB,DL,,,,,,,,,,,,0.0,
1100,Ndamukong Suh,2020,TB,DL,,,,,39.0,,,,,,,,
1101,Ndamukong Suh,2020,TB,DL,,,,6.5,,,,,,,,,
1102,Steve McLendon,2020,TB,DL,,,,,,,,,,2.0,,,
1103,Steve McLendon,2020,TB,DL,,,,,,,,,0.0,,,,
1104,Vita Vea,2020,TB,DL,,,,,,,,,,,1.0,,
1105,Vita Vea,2020,TB,DL,,,,,42.0,,,,,,,,
1106,Vita Vea,2020,TB,DL,,,,5.0,,,,,,,,,
1107,William Gholston,2020,TB,DL,,,,,34.0,,,,,,,,
1108,William Gholston,2020,TB,DL,,,,4.5,,,,,,,,,
1109,Denico Autry,2020,TEN,DL,,,,,,7.0,,,,,,,
1110,Denico Autry,2020,TEN,DL,,,,,68.0,,,,,,,,
1111,Denico Autry,2020,TEN,DL,,,,10.5,,,,,,,,,
1112,Grady Jarrett,2021,ATL,DL,,,,,50.0,,,,,,,,
1113,Grady Jarrett,2021,ATL,DL,,,,6.0,,,,,,,,,
1114,Grady Jarrett,2021,ATL,DL,,,31.0,,,,,,,,,,
1115,Mike Pennel Jr.,2021,CHI,DL,,,,,,,,,,,1.0,,
1116,DeShawn Williams,2021,DEN,DL,,,,4.5,,,,,,,,,
1117,Jacob Martin,2021,DEN,DL,,,,,,,,,,1.0,,,
1118,Aidan Hutchinson,2021,DET,DL,,,,,,,,,,,2.0,,
1119,Aidan Hutchinson,2021,DET,DL,,,,,,,,25.0,,,,,
1120,Aidan Hutchinson,2021,DET,DL,,,,,,,3.0,,,,,,
1121,Aidan Hutchinson,2021,DET,DL,,,,,60.0,,,,,,,,
1122,Aidan Hutchinson,2021,DET,DL,,,,9.5,,,,,,,,,
1123,Benito Jones,2021,DET,DL,,,,,,,,,,,,0.0,
1124,John Cominsky,2021,DET,DL,,,,,29.0,,,,,,,,
1125,Jarran Reed,2021,GB,DL,,,,,,,,,,,2.0,,
1126,Jerry Hughes,2021,HOU,DL,,,,,,,,,,2.0,,,
1127,Jerry Hughes,2021,HOU,DL,,,,,61.0,,,,,,,,
1128,Jerry Hughes,2021,HOU,DL,,,,9.0,,,,,,,,,
1129,Jonathan Greenard,2021,HOU,DL,,,,,,,,,1.0,,,,
1130,Jonathan Greenard,2021,HOU,DL,,,,,,,,39.0,,,,,
1131,Ogbo Okoronkwo,2021,HOU,DL,,,,5.0,,,,,,,,,
1132,Dawuane Smoot,2021,JAX,DL,,,,,,,,,,,1.0,,
1133,Dawuane Smoot,2021,JAX,DL,,,,,35.0,,,,,,,,
1134,Dawuane Smoot,2021,JAX,DL,,,,5.0,,,,,,,,,
1135,Folorunso Fatukasi,2021,JAX,DL,,,,,,,,,,,,0.0,
1136,Austin Johnson,2021,LAC,DL,,,,,,,,,,,,0.0,
1137,Morgan Fox,2021,LAC,DL,,,,,49.0,,,,,,,,
1138,Morgan Fox,2021,LAC,DL,,,,6.5,,,,,,,,,
1139,Sebastian Joseph-Day,2021,LAC,DL,,,,,,,,,,,1.0,,
1140,Sebastian Joseph-Day,2021,LAC,DL,,,31.0,,,,,,,,,,
1141,Aaron Donald,2021,LAR,DL,,,,,,,,,0.0,,,,
1142,Aaron Donald,2021,LAR,DL,,,,,42.0,,,,,,,,
1143,Aaron Donald,2021,LAR,DL,,,,5.0,,,,,,,,,
1144,Harrison Phillips,2021,MIN,DL,,,,,,,,,,,1.0,,
1145,Harrison Phillips,2021,MIN,DL,,,32.0,,,,,,,,,,
1146,Deatrich Wise Jr.,2021,NE,DL,,,,,,,,,,2.0,,,
1147,Deatrich Wise Jr.,2021,NE,DL,,,,,47.0,,,,,,,,
1148,Deatrich Wise Jr.,2021,NE,DL,,,,7.5,,,,,,,,,
1149,Dexter Lawrence,2021,NYG,DL,,,,,,,,,,2.0,,,
1150,Dexter Lawrence,2021,NYG,DL,,,,,50.0,,,,,,,,
1151,Dexter Lawrence,2021,NYG,DL,,,,7.5,,,,,,,,,
1152,Dexter Lawrence,2021,NYG,DL,,,39.0,,,,,,,,,,
1153,Henry Mondeaux,2021,NYG,DL,,,,,,,,,0.0,,,,
1154,Leonard Williams,2021,NYG,DL,,,,,,,,,,,2.0,,
1155,Carl Lawson,2021,NYJ,DL,,,,,,,,,,,1.0,,
1156,Carl Lawson,2021,NYJ,DL,,,,,43.0,,,,,,,,
1157,Carl Lawson,2021,NYJ,DL,,,,7.0,,,,,,,,,
1158,John Franklin-Myers,2021,NYJ,DL,,,,,39.0,,,,,,,,
1159,John Franklin-Myers,2021,NYJ,DL,,,,5.0,,,,,,,,,
1160,Quinnen Williams,2021,NYJ,DL,,,,,,,,,,,1.0,,
1161,Quinnen Williams,2021,NYJ,DL,,,,,,,,,,2.0,,,
1162,Quinnen Williams,2021,NYJ,DL,,,,,89.0,,,,,,,,
1163,Quinnen Williams,2021,NYJ,DL,,,,11.0,,,,,,,,,
1164,Chris Wormley,2021,PIT,DL,,,,,,,,,,,1.0,,
1165,Charles Omenihu,2021,SF,DL,,,,,,,,,,2.0,,,
1166,Charles Omenihu,2021,SF,DL,,,,,51.0,,,,,,,,
1167,Charles Omenihu,2021,SF,DL,,,,6.5,,,,,,,,,
1168,Drake Jackson,2021,SF,DL,,,,,,8.0,,,,,,,
1169,Jordan Willis,2021,SF,DL,,,,,,,,,,,1.0,,
1170,Kerry Hyder Jr.,2021,SF,DL,,,,,,,,,,,1.0,,
1171,Nick Bosa,2021,SF,DL,,,,,,,,,,2.0,,,
1172,Nick Bosa,2021,SF,DL,,,,,138.0,,,,,,,,
1173,Nick Bosa,2021,SF,DL,,,,18.5,,,,,,,,,
1174,Samson Ebukam,2021,SF,DL,,,,,40.0,,,,,,,,
1175,Samson Ebukam,2021,SF,DL,,,,6.0,,,,,,,,,
1176,Akiem Hicks,2021,TB,DL,,,,,,,,,,,,0.0,
1177,Vita Vea,2021,TB,DL,,,,,,,,,,,1.0,,
1178,Vita Vea,2021,TB,DL,,,,,54.0,,,,,,,,
1179,Vita Vea,2021,TB,DL,,,,7.5,,,,,,,,,
1180,DeMarcus Walker,2021,TEN,DL,,,,,47.0,,,,,,,,
1181,DeMarcus Walker,2021,TEN,DL,,,,7.0,,,,,,,,,
1182,Denico Autry,2021,TEN,DL,,,,,,,,,,2.0,,,
1183,Denico Autry,2021,TEN,DL,,,,,56.0,,,,,,,,
1184,Denico Autry,2021,TEN,DL,,,,8.0,,,,,,,,,
1185,David Onyemata,2022,ATL,DL,,,,,,,,,,2.0,,,
1186,Joe Gaziano,2022,ATL,DL,,,,,,,,,,,,0.0,
1187,LaCale London,2022,ATL,DL,,,,,,,,,,,1.0,,
1188,Justin Jones,2022,CHI,DL,,,,,37.0,,,,,,,,
1189,Mike Purcell,2022,DEN,DL,,,,,,,,,,,1.0,,
1190,Alim McNeill,2022,DET,DL,,,,6.0,45.0,,,,,,,0.0,
1191,Josh Paschal,2022,DET,DL,,,,,,,,,,,1.0,,
1192,Devonte Wyatt,2022,GB,DL,,,,5.5,36.0,,,,,,,,
1193,Kenny Clark,2022,GB,DL,,,,8.0,52.0,,,,,2.0,,,
1194,Michael Dogbe,2022,JAX,DL,,,,,,,,,0.0,,,,
1195,Morgan Fox,2022,LAC,DL,,,,5.5,36.0,,,,,,,,
1196,Harrison Phillips,2022,MIN,DL,92.0,,48.0,,,,,,,,,0.0,
1197,Sheldon Day,2022,MIN,DL,,,,,,,,,,,1.0,,
1198,Christian Barmore,2022,NE,DL,,,,8.5,61.0,,,,,,,,
1199,Davon Godchaux,2022,NE,DL,,,32.0,,,,,,,,,,
1200,Deatrich Wise Jr.,2022,NE,DL,,,32.0,,50.0,,,,,,,,
1201,Lawrence Guy Sr.,2022,NE,DL,,,,,,,,,,,,0.0,
1202,Dexter Lawrence,2022,NYG,DL,,,,,37.0,,,,,,,,
1203,John Franklin-Myers,2022,NYJ,DL,,,,,38.0,,,,,,,,
1204,Quinnen Williams,2022,NYJ,DL,,,,5.5,45.0,,,,,,,,
1205,Quinton Jefferson,2022,NYJ,DL,,,,6.0,,,,,,,,,
1206,Solomon Thomas,2022,NYJ,DL,,,,5.0,,,,,,,,,
1207,Keeanu Benton,2022,PIT,DL,,,,,,,,,,2.0,,,
1208,Leonard Williams,2022,SEA,DL,,,,5.5,40.0,,,,,,,,
1209,Arik Armstead,2022,SF,DL,,,,6.0,38.0,,,,,,,,
1210,Chase Young,2022,SF,DL,,,,8.5,53.0,,,,,,,,
1211,Javon Hargrave,2022,SF,DL,,,,8.0,50.0,,,,,,1.0,,
1212,Nick Bosa,2022,SF,DL,,,,12.5,72.0,,,,,2.0,,,
1213,Calijah Kancey,2022,TB,DL,,,,5.5,,,,,,,,,
1214,Deadrin Senat,2022,TB,DL,,,,,,,,,0.0,,,0.0,
1215,Denico Autry,2022,TEN,DL,,,,11.5,88.0,,,,,2.0,,,
1216,Ross Blacklock,2022,TEN,DL,,,,,,,,,0.0,,,,
1217,Austin Johnson,2020,NYG,DT,,,,,,,,,,,,,1.0
1218,Cameron Heyward,2020,PIT,DT,,,,,,,,,,,,,1.0
1219,Tim Settle,2020,WSH,DT,,,,,,,,,,,,,1.0
1220,Ed Oliver,2021,BUF,DT,,,,,,,,,,,,,1.0
1221,DeForest Buckner,2021,IND,DT,,,,,,,,,,,,,1.0
1222,Davon Hamilton,2021,JAX,DT,,,,,,,,,,,,,1.0
1223,Christian Wilkins,2021,MIA,DT,,,,,,,,,,,,,1.0
1224,Linval Joseph,2021,PHI,DT,,,,,,,,,,,,,1.0
1225,Marlon Tuipulotu,2021,PHI,DT,,,,,,,,,,,,,1.0
1226,Dante Stills,2022,ARI,DT,,,,,,,,,,,1.0,,1.0
1227,B.J. Hill,2022,CIN,DT,,,,,,,2.0,,,,,,1.0
1228,DJ Reader,2022,CIN,DT,,,,,,,,,,,,,1.0
1229,Sheldon Rankins,2022,HOU,DT,,,,6.0,54.0,,,,,,,1.0,1.0
1230,Phidarian Mathis,2022,WSH,DT,,,,,,,,,,,,,1.0
1231,Justin Jones,2020,LAC,DT,,,,,,,,,,,,,2.0
1232,Darius Philon,2020,LV,DT,,,,,,,,,,,,,2.0
1233,Zach Sieler,2020,MIA,DT,,,,,,,,,,,,,2.0
1234,Sheldon Rankins,2020,NYJ,DT,,,,,,,,,,,,,2.0
1235,DJ Reader,2021,CIN,DT,,,,,,,,,,,,,2.0
1236,Javon Hargrave,2021,PHI,DT,,,,,,,,,,,,,2.0
1237,D.J. Jones,2022,DEN,DT,,,,,,,,,,3.0,2.0,,2.0
1238,Christian Wilkins,2022,MIA,DT,,,30.0,9.0,71.0,,,,,,2.0,,2.0
1239,Zach Sieler,2022,MIA,DT,,,35.0,10.0,62.0,,,,1.0,,2.0,,2.0
1240,Larry Ogunjobi,2022,PIT,DT,,,,,,,,,,,2.0,,2.0
1241,Daron Payne,2022,WSH,DT,,,,,,,,,,2.0,2.0,,2.0
1242,B.J. Hill,2021,CIN,DT,,,,,,,,,,,,,3.0
1243,Ed Oliver,2020,BUF,DT,,,,,35.0,,,,,,,,
1244,Ed Oliver,2020,BUF,DT,,,,5.0,,,,,,,,,
1245,Star Lotulelei,2020,BUF,DT,,,,4.0,,,,,,,,,
1246,Derrick Brown,2020,CAR,DT,,,,,28.0,,,,,,,,
1247,Margus Hunt,2020,CHI,DT,,,,,,,,,0.0,,,,
1248,Larry Ogunjobi,2020,CIN,DT,,,,,52.0,,,,,,,,
1249,Larry Ogunjobi,2020,CIN,DT,,,,7.0,,,,,,,,,
1250,Malik Jackson,2020,CLE,DT,,,,,,,,,0.0,,,,
1251,Sheldon Day,2020,CLE,DT,,,,,,,,,,,,0.0,
1252,Alim McNeill,2020,DET,DT,,,,,,,,,,,,0.0,
1253,Jashon Cornell,2020,DET,DT,,,,,,,,,,,,0.0,
1254,Jashon Cornell,2020,DET,DT,,,,,,,,,0.0,,,,
1255,Nick Williams,2020,DET,DT,,,,,,,,,0.0,,,,
1256,DeForest Buckner,2020,IND,DT,,,,,56.0,,,,,,,,
1257,DeForest Buckner,2020,IND,DT,,,,7.0,,,,,,,,,
1258,Kameron Cline,2020,IND,DT,,,,,,,,,,,,0.0,
1259,Kameron Cline,2020,IND,DT,,,,,,,,,0.0,,,,
1260,Khalil Davis,2020,IND,DT,,,,,,,,,0.0,,,,
1261,Chris Jones,2020,KC,DT,,,,,66.0,,,,,,,,
1262,Chris Jones,2020,KC,DT,,,,9.0,,,,,,,,,
1263,Jarran Reed,2020,KC,DT,,,,,,,,,,,,0.0,
1264,Jarran Reed,2020,KC,DT,,,,,,,,,,,1.0,,
1265,Jarran Reed,2020,KC,DT,,,,,,,,,,2.0,,,
1266,Tershawn Wharton,2020,KC,DT,,,,,,,,,,2.0,,,
1267,Tershawn Wharton,2020,KC,DT,,,,,29.0,,,,,,,,
1268,Christian Covington,2020,LAC,DT,,,,,,,,,,,,0.0,
1269,Christian Covington,2020,LAC,DT,,,,,,,,,,1.0,,,
1270,Jerry Tillery,2020,LAC,DT,,,,,38.0,,,,,,,,
1271,Jerry Tillery,2020,LAC,DT,,,,4.5,,,,,,,,,
1272,Justin Jones,2020,LAC,DT,,,,,,,,,,,2.0,,
1273,Darius Philon,2020,LV,DT,,,,,,,,,,,2.0,,
1274,Quinton Jefferson,2020,LV,DT,,,,,,,,,,2.0,,,
1275,Quinton Jefferson,2020,LV,DT,,,,,,,,,0.0,,,,
1276,Quinton Jefferson,2020,LV,DT,,,,,40.0,,,,,,,,
1277,Quinton Jefferson,2020,LV,DT,,,,5.5,,,,,,,,,
1278,Quinton Jefferson,2020,LV,DT,,,32.0,,,,,,,,,,
1279,Solomon Thomas,2020,LV,DT,,,,,,,,,,2.0,,,
1280,Christian Wilkins,2020,MIA,DT,,,,,,,,,,,1.0,,
1281,Christian Wilkins,2020,MIA,DT,,,,,31.0,,,,,,,,
1282,Christian Wilkins,2020,MIA,DT,,,,4.5,,,,,,,,,
1283,Christian Wilkins,2020,MIA,DT,,,40.0,,,,,,,,,,
1284,Christian Wilkins,2020,MIA,DT,89.0,,,,,,,,,,,,
1285,Zach Sieler,2020,MIA,DT,,,,,,,,,,,2.0,,
1286,Zach Sieler,2020,MIA,DT,,,29.0,,,,,,,,,,
1287,Armon Watts,2020,MIN,DT,,,,,,,,,,2.0,,,
1288,Armon Watts,2020,MIN,DT,,,,,34.0,,,,,,,,
1289,Armon Watts,2020,MIN,DT,,,,5.0,,,,,,,,,
1290,Dalvin Tomlinson,2020,MIN,DT,,,,,,,,,,,1.0,,
1291,Davon Godchaux,2020,NE,DT,,,33.0,,,,,,,,,,
1292,Shy Tuttle,2020,NO,DT,,,,,,,,,,,1.0,,
1293,Shy Tuttle,2020,NO,DT,,,31.0,,,,,,,,,,
1294,Austin Johnson,2020,NYG,DT,,,,,,,,,,,1.0,,
1295,Austin Johnson,2020,NYG,DT,,,41.0,,,,,,,,,,
1296,Sheldon Rankins,2020,NYJ,DT,,,,,,,,,,,2.0,,
1297,Fletcher Cox,2020,PHI,DT,,,,,,,,,,,,1.0,
1298,Fletcher Cox,2020,PHI,DT,,,,,,,,,,2.0,,,
1299,Javon Hargrave,2020,PHI,DT,,,,,63.0,,,,,,,,
1300,Javon Hargrave,2020,PHI,DT,,,,8.5,,,,,,,,,
1301,Javon Hargrave,2020,PHI,DT,,,40.0,,,,,,,,,,
1302,Cameron Heyward,2020,PIT,DT,,,,,,,,,,,1.0,,
1303,Cameron Heyward,2020,PIT,DT,,,,,,,,,,2.0,,,
1304,Cameron Heyward,2020,PIT,DT,,,,,,9.0,,,,,,,
1305,Cameron Heyward,2020,PIT,DT,,,,,56.0,,,,,,,,
1306,Cameron Heyward,2020,PIT,DT,,,,10.0,,,,,,,,,
1307,Cameron Heyward,2020,PIT,DT,,,38.0,,,,,,,,,,
1308,Cameron Heyward,2020,PIT,DT,,55.0,,,,,,,,,,,
1309,Cameron Heyward,2020,PIT,DT,93.0,,,,,,,,,,,,
1310,Bryan Mone,2020,SEA,DT,,,,,,,,,,,,0.0,
1311,Poona Ford,2020,SEA,DT,,,30.0,,,,,,,,,,
1312,Jeffery Simmons,2020,TEN,DT,,,,,93.0,,,,,,,,
1313,Jeffery Simmons,2020,TEN,DT,,,,11.5,,,,,,,,,
1314,Daron Payne,2020,WSH,DT,,,,4.5,,,,,,,,,
1315,Jonathan Allen,2020,WSH,DT,,,,,56.0,,,,,,,,
1316,Jonathan Allen,2020,WSH,DT,,,,9.0,,,,,,,,,
1317,Jonathan Allen,2020,WSH,DT,,,31.0,,,,,,,,,,
1318,Eric Banks,2021,ARI,DT,,,,,,,,,,,,0.0,
1319,Justin Madubuike,2021,BAL,DT,,,,5.5,,,,,,,,,
1320,Daviyon Nixon,2021,CAR,DT,,,,,,,,,0.0,,,,
1321,Derrick Brown,2021,CAR,DT,,,37.0,,,,,,,,,,
1322,B.J. Hill,2021,CIN,DT,,,,,,,,,,,3.0,,
1323,B.J. Hill,2021,CIN,DT,,,43.0,,,,,,,,,,
1324,DJ Reader,2021,CIN,DT,,,,,,,,,,,2.0,,
1325,Tommy Togiai,2021,CLE,DT,,,,,,,,,,,1.0,,
1326,DeForest Buckner,2021,IND,DT,,,,,,,,,,,1.0,,
1327,DeForest Buckner,2021,IND,DT,,,,,,,,,,2.0,,,
1328,DeForest Buckner,2021,IND,DT,,,,,49.0,,,,,,,,
1329,DeForest Buckner,2021,IND,DT,,,,8.0,,,,,,,,,
1330,DeForest Buckner,2021,IND,DT,,,30.0,,,,,,,,,,
1331,Grover Stewart,2021,IND,DT,,,,,,,,,,,1.0,,
1332,Davon Hamilton,2021,JAX,DT,,,,,,,,,,,1.0,,
1333,Davon Hamilton,2021,JAX,DT,,,34.0,,,,,,,,,,
1334,Brandon Williams,2021,KC,DT,,,,,,,,,0.0,,,,
1335,Chris Jones,2021,KC,DT,,,,,,,,,,2.0,,,
1336,Chris Jones,2021,KC,DT,,,,,119.0,,,,,,,,
1337,Chris Jones,2021,KC,DT,,,,17.5,,,,,,,,,
1338,Khalen Saunders,2021,KC,DT,,,,4.5,,,,,,,,,
1339,Michael Hoecht,2021,LAR,DT,,,,,,,,,,1.0,,,
1340,Michael Hoecht,2021,LAR,DT,,,,4.5,,,,,,,,,
1341,Christian Wilkins,2021,MIA,DT,,,,,,,,,,,1.0,,
1342,Christian Wilkins,2021,MIA,DT,,,,,,,,,,2.0,,,
1343,Christian Wilkins,2021,MIA,DT,,,41.0,,,,,,,,,,
1344,Christian Wilkins,2021,MIA,DT,,61.0,,,,,,,,,,,
1345,Christian Wilkins,2021,MIA,DT,102.0,,,,,,,,,,,,
1346,Raekwon Davis,2021,MIA,DT,,,,,,,,,0.0,,,,
1347,Zach Sieler,2021,MIA,DT,,,,,,,,,,,,1.0,
1348,Zach Sieler,2021,MIA,DT,,,,,,,,,,,1.0,,
1349,Zach Sieler,2021,MIA,DT,,,,,,,,,,2.0,,,
1350,Zach Sieler,2021,MIA,DT,,,,,36.0,,,,,,,,
1351,Zach Sieler,2021,MIA,DT,,,,5.5,,,,,,,,,
1352,Zach Sieler,2021,MIA,DT,,,32.0,,,,,,,,,,
1353,Davon Godchaux,2021,NE,DT,,,37.0,,,,,,,,,,
1354,David Onyemata,2021,NO,DT,,,,5.0,,,,,,,,,
1355,Kentavius Street,2021,NO,DT,,,,,,,,,,,,0.0,
1356,Fletcher Cox,2021,PHI,DT,,,,,56.0,,,,,,,,
1357,Fletcher Cox,2021,PHI,DT,,,,8.0,,,,,,,,,
1358,Javon Hargrave,2021,PHI,DT,,,,,,,,,,,2.0,,
1359,Javon Hargrave,2021,PHI,DT,,,,,80.0,,,,,,,,
1360,Javon Hargrave,2021,PHI,DT,,,,12.0,,,,,,,,,
1361,Linval Joseph,2021,PHI,DT,,,,,,,,,,,1.0,,
1362,Marlon Tuipulotu,2021,PHI,DT,,,,,,,,,,,1.0,,
1363,Marvin Wilson,2021,PHI,DT,,,,,,,,,0.0,,,,
1364,Cameron Heyward,2021,PIT,DT,,,,,73.0,,,,,,,,
1365,Cameron Heyward,2021,PIT,DT,,,,10.5,,,,,,,,,
1366,Cameron Heyward,2021,PIT,DT,,,35.0,,,,,,,,,,
1367,Carlos Davis,2021,PIT,DT,,,,,,,,,0.0,,,,
1368,Isaiahh Loudermilk,2021,PIT,DT,,,,,,,,,,,,0.0,
1369,Jeffery Simmons,2021,TEN,DT,,,,,65.0,,,,,,,,
1370,Jeffery Simmons,2021,TEN,DT,,,,7.5,,,,,,,,,
1371,Daron Payne,2021,WSH,DT,,,,,82.0,,,,,,,,
1372,Daron Payne,2021,WSH,DT,,,,11.5,,,,,,,,,
1373,Daron Payne,2021,WSH,DT,,,32.0,,,,,,,,,,
1374,Jonathan Allen,2021,WSH,DT,,,,,,,,,,2.0,,,
1375,Jonathan Allen,2021,WSH,DT,,,,,,,,,0.0,,,,
1376,Jonathan Allen,2021,WSH,DT,,,,,54.0,,,,,,,,
1377,Jonathan Allen,2021,WSH,DT,,,,7.5,,,,,,,,,
1378,Osa Odighizuwa,2021,,DT,,,,,36.0,,,,,,,,
1379,Osa Odighizuwa,2021,,DT,,,,5.0,,,,,,,,,
1380,Justin Madubuike,2022,BAL,DT,,,,13.5,91.0,,,,,2.0,,,
1381,Ed Oliver,2022,BUF,DT,,,,9.5,64.0,,,,,,,,
1382,Tim Settle,2022,BUF,DT,,,,,,,,,,,,0.0,
1383,Derrick Brown,2022,CAR,DT,103.0,,46.0,,,,,,,,,,
1384,Maliek Collins,2022,HOU,DT,,,,5.0,39.0,,,,,,,,
1385,DeForest Buckner,2022,IND,DT,,,36.0,8.0,48.0,,,,,2.0,1.0,1.0,
1386,Grover Stewart,2022,IND,DT,,,,,,,,,0.0,,,,
1387,Chris Jones,2022,KC,DT,,,,11.0,74.0,,,,,,,,
1388,Tershawn Wharton,2022,KC,DT,,,,,,,,,,,1.0,,
1389,Aaron Donald,2022,LAR,DT,,,,8.0,45.0,,,,,,,,
1390,Larrell Murchison,2022,LAR,DT,,,,,,,,,0.0,,,,
1391,Adam Butler,2022,LV,DT,,,,5.0,38.0,,,,,,,,
1392,Bilal Nichols,2022,LV,DT,,,,,,,,,0.0,,,1.0,
1393,John Jenkins,2022,LV,DT,,,37.0,,,,,,,,,1.0,
1394,Da'Shawn Hand,2022,MIA,DT,,,,,,,,,,,,0.0,
1395,Bryan Bresee,2022,NO,DT,,,,,42.0,,,,,,,,
1396,Khalen Saunders,2022,NO,DT,,,33.0,,,,,,,,,,
1397,Fletcher Cox,2022,PHI,DT,,,,5.5,,,,,,,1.0,,
1398,Jalen Carter,2022,PHI,DT,,,,6.0,,,,,,2.0,1.0,1.0,
1399,Marlon Tuipulotu,2022,PHI,DT,,,,,,,,,,,,0.0,
1400,Cameron Heyward,2022,PIT,DT,,,,,,,,,,,,0.0,
1401,Javon Kinlaw,2022,SF,DT,,,,,35.0,,,,,,,,
1402,Jaleel Johnson,2022,TEN,DT,,,,,,,,,,1.0,,,
1403,Jeffery Simmons,2022,TEN,DT,,,,5.5,37.0,,,,,,,,
1404,Jonathan Allen,2022,WSH,DT,,,,5.5,,,,,,,,,
1405,Tory Carter,2020,TEN,FB,,,,,,,,,,,,,1.0
1406,Matt Feiler,2021,LAC,G,,,,,,,,,,,,,1.0
1407,Jackson Carman,2020,CIN,G,,,,,,,,,,,,0.0,
1408,Alex Redmond,2020,NE,G,,,,,,,,,,,,0.0,
1409,Kayode Awosika,2020,PHI,G,,,,,,,,,0.0,,,,
1410,Wes Schweitzer,2020,WSH,G,,,,,,,,,0.0,,,,
1411,Connor McGovern,2020,,G,,,,,,,,,,,,0.0,
